index,Copepod,Fish,Eumalacostracan,Jellyfish,Eucarid,Squid,Polychaete,Ctenophore,Peracarid,Goose_barnacle,Species,Colony,Age,Year,Type,Plate,Stage
TUPU-MID-AD-2024-197,2918,16968,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-198,1071,20549,0,9241,8,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-199,16571,8604,0,18456,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-200,65674,1501,0,296,18,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-201,9490,21613,0,81782,8,0,0,22,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-202,26876,24162,0,55719,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-203,96,6756,0,3177,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-204,0,15810,0,11423,0,96,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-210,20590,5011,0,277,29,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,100,CHR
TUPU-MID-AD-2024-212,14730,3444,0,574,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-217,1565,1499,0,12,0,9,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-218,904,11876,0,22506,12,185,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-219,29695,3469,0,33243,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-220,6711,245,0,76,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-221,6370,1359,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-222,0,173,0,1057,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-223,36606,1839,0,11688,3,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-224,0,16,0,138,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-225,358,85,0,9710,0,88,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-226,25279,6798,0,2739,0,5,11,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-228,28239,7540,0,4233,0,8038,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-230,1364,387,0,0,12,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-231,13481,528,0,10,0,6,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-232,26377,19034,0,18,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-233,920,32,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-234,153,0,0,3,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-235,2131,11333,10,60058,0,0,8,153,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-237,8375,5092,0,49672,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-238,672,6084,0,24292,5,0,0,67,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-239,3411,818,0,1235,0,20,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-240,2805,878,0,365,0,18,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-242,15148,38849,0,122,0,343,0,37,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-245,1258,98,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-247,23014,6859,0,8,4,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-248,0,159,0,19,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-250,1163,79,0,11,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-251,15404,463,0,39,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-252,40323,1843,0,9,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-254,1447,237,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-255,30820,1194,0,5,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-256,2239,1241,0,4,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-257,79792,3398,5,9,98,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-258,0,82,0,367,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-259,14611,4414,0,1072,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-261,573,4058,0,4,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-262,3852,5309,0,4,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-263,27396,7189,0,0,5,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-264,33800,4331,0,0,4,0,0,0,0,6,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-266,841,7363,0,4307,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-267,1110,1028,0,41,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-268,6654,90,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-269,48470,18277,0,13,16,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-270,41683,57479,0,57213,59,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,101,CHR
TUPU-MID-AD-2024-271,7134,1863,0,3,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-272,12679,140,0,77,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-273,80339,4978,0,1244,312,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-275,533,46,0,0,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-281,1059,208,0,498,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-285,14584,3953,0,1648,66,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-286,13327,27141,0,129,141,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-287,3333,3148,0,3,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-AD-2024-289,79591,30474,0,5,0,0,0,0,0,0,TUPU,MID,AD,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-165,15153,69706,0,168,142,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-174,40353,11250,0,128,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-175,52625,5841,0,2792,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-205,16236,74725,0,251,3,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-206,14152,17109,0,284,50,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-207,61508,34813,0,219,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-208,0,18410,0,34,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-209,52964,40410,0,8,40,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,100,CHR
TUPU-MID-CH-2024-213,14879,19040,0,66,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-214,158,1409,0,27,4,17,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-241,543,2835,0,69,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-243,0,6495,0,9,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-244,5559,64112,0,23,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-249,4428,3106,0,24,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-253,20337,4908,0,67,12,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-260,3929,414,0,0,11,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-265,19460,69088,0,136,171,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,101,CHR
TUPU-MID-CH-2024-274,296,2027,0,0,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-276,9394,32763,0,67,2,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-278,4,2804,0,44,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-280,14849,1506,0,78,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-291,244,1527,0,0,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-292,1033,80,0,0,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-293,24151,3890,0,42,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-294,274,1436,0,0,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
TUPU-MID-CH-2024-295,178,2207,0,146,0,0,0,0,0,0,TUPU,MID,CH,2024,SAMPLE,76-102,CHR
