"index","dep_id","Copepod","Fish","Eumalacostracan","Jellyfish","Eucarid","Squid","Polychaete","Peracarid","Goose_barnacle","Stenobrachius","Red_Irish_lord","Herring","Capelin","Sand_lance","Gadus","Greenling","Prowfish","Sandfish","Eulachon","Crested_bigscale","Gadid","Lingcod","Daubed_shanny","Searcher","Scaly_paperbone","Lampanyctus","Pacific_salmon","Eelpout","Sablefish","California_headlightfish","Scalyhead_sculpin","Cockscomb","Lobefin_snailfish","Wrymouth","Rockfish","Arrowtooth_flounder","Buffalo_sculpin","Tidepool_snailfish","Sole","Atlantic_salmon"
"P40","A85_esgoe_25May2023",0,0,0,0,0,0,0,0,0,0,0,0.153,0.398,0,0,0,0,0,0.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P41","A81_wsrgb_25May2023",0,0,0,0,0,0,0,0,0,0,0,0.194,0.016,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P44","A95_esowg_25May2023",0.19,0,0,0,0,0,0,0,0,0,0,0.769,0.002,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P45","A91_oogrs_25May2023",0,0,0,0,0,0,0,0,0,0,0,0.126,0.858,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P47","A86_owobks_25May2023",0,0,0,0,0,0,0,0,0,0,0,0.035,0.02,0.39,0,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P55","A96_borrs_12June2023",0,0,0,0,0,0,0,0,0,0,0,0.006,0.053,0.685,0,0,0,0,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P56","A105_gkowrs_12June2023",0.001,0,0,0,0,0,0,0,0,0,0,0,0.656,0.317,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P57","A104_wrrrys_14June2023",0,0,0,0,0,0,0,0,0,0,0,0,0.96,0.001,0,0,0,0,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P58","A98_rowys_14June2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P60","A108_wsywo_16June2023",0.003,0,0,0,0,0,0,0,0,0,0,0,0.991,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P62","A101_okogrs_16June2023",0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.895,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P66","A107_wbsokb_19June2023",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P67","A110_gwsory_19June2023",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P68","A103_esywy_20June2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P69","A102_wbsrgg_19June2023",0.069,0,0,0,0,0,0,0,0,0,0,0.001,0.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P70","A96_brgrs_20June2023",0,0,0,0,0,0,0,0,0,0,0,0.985,0.014,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P71","A105_esboo_20June2023",0,0,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P72","A100_owwybs_22June2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P73","A109_bsbyr_22June2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P74","A99_yrews_23June2023",0,0,0,0,0,0,0,0,0,0,0,0.655,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P75","A106_wsryy_23June2023",0.951,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P76","A104_rworbs_24June2023",0,0.998,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P77","A110_wsrgg_24June2023",0,0,0,0,0,0,0,0,0,0.008,0,0.854,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P78","A101_wbggs_24June2023",0.358,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P79","A108_bswow_25June2023",0.632,0,0,0,0,0,0,0,0.012,0,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P80","A105_roors_25June2023",0.548,0,0,0,0.001,0,0,0,0.009,0,0,0.433,0.008,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P81","A111_wgsoky_24June2023",0.069,0,0,0,0,0,0,0,0.001,0,0,0.791,0.003,0,0.072,0,0,0,0.001,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P82","A109_ebyrs_1July2023",0.563,0,0,0,0.001,0,0,0,0,0,0,0.414,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P83","A108_ebors_1July2023",0,0,0,0,0,0,0,0,0,0,0,0.804,0.045,0,0.003,0,0,0.009,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0
"P84","A99_bkbyws_3July2023",0,0,0,0,0,0,0,0,0,0.805,0,0.024,0,0.006,0,0,0,0,0,0,0.015,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P85","A104_esewo_3July2023",0.813,0,0,0,0,0,0,0,0,0,0,0.128,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P86","A105_bsrww_3July2023",0.933,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P87","A101_bwgwrs_3July2023",0.344,0,0,0,0,0,0,0,0,0,0,0,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P88","A110_rsoyw_4July2023",0.554,0,0,0,0,0,0,0,0,0,0,0.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P89","A102_rkwgos_4July2023",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P90","A107_wygys_4July2023",0,0,0,0,0,0,0,0,0,0,0,0.065,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
"P91","A108_esrrg_6July2023",0,0,0.007,0,0.379,0,0,0,0,0,0,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P92","A106_gswee_7July2023",0,0,0,0,0,0,0,0,0,0,0.054,0.066,0.759,0,0.066,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P93","A103_beows_7July2023",0,0,0,0,0,0,0,0,0,0,0,0.953,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P94","A98_rybrks_7July2023",0.975,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P95","A111_eseyr_7July2023",0,0.998,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P96","A101_oygoks_7July2023",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P97","A105_ywswyr_7July2023",0.804,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P98","A107_oerrs_8July2023",0.984,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P99","A102_gorrs_8July2023",0.797,0,0,0,0,0.003,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0
